post,label
"✋To everyone who says that Hamas is a terrorist and is the reason for what is happening in Palestine, I tell you
Are you stupid? Does a person not have the right to defend himself and his land?? Hamas is a resistance movement to the Zionist occupation. It only defends its people, my friend. In Europe and America, Hamas is promoted as a terrorist!! They falsify the truth to their people because of their religious fanaticism, but they knew the truth and knew who the real criminal was. If you compared the number of dead Israelis and Palestinians, you would be silent. The number of dead in Israel will not exceed 100. While the death toll in Palestine reached more than 9,000 people since October. If you are fanatic because of religion, then this religion of yours has no meaning in front of them.

These oppressed people",with
zero oil for those non allies of the Arab Nation ...wake up Arab Nation please make it happen,with
"Touch not my anointed,and do my prophets no harm. Israel is anointed by God, if you Touch Israel by mistake, you will die by correction.",against
"☦️🕯️FROM GAZA , THE GREEK ORTHODOX PATRIARCHATE OF JERUSALEM 🕯️☦️

“As long as there is at least one Christian in the territory of Gaza, I will not go anywhere, because I can be a hope for them, so I will stay in the province that believes in me. If I die, I will have a dignified death as my destiny!”

Archbishop Tiberiados Alexios
Gaza 10/16/23",with
"One positive outcome will emerge if we grasp this lesson - unfortunately, in an unbearably cruel way: the perpetuation of the status quo is no longer viable.

Closures and barriers are not sustainable solutions. What remains to be done? There are two alternatives:

1. Engaging in acts of ethnic cleansing and genocide, which would obliterate any moral claim to our existence. And our very existence.
2. Pursuing egalitarian coexistence in the ""land of all its nations"" under a supranational sovereignty and a Jewish military umbrella. This will mark the true Commencement of Redemption. pa-il.org",against
Is you stand for Israel say amen 🙏 🙌 to the prayer below,against
"**ADMIN MESSAGE** (NEW UPDATES)

This group was founded as a space for people to come together and discuss issues pertaining to Israel and Palestine - and more specifically to the possibility of a federation.

I warmly and enthusiastically invite you to visit the documents section of this group and to review and engage with those materials. Feel welcome to bring up ideas, ask questions and heartily debate and discuss what it would take to build a peaceful federated Israel-Palestine.

We ask that you speak with kindness and positivity toward one another and embrace the challenging but essential peace-work of showing understanding and curiosity.

———-

If, however, you speak with hostility and blame, using hate speech or derogatory remarks of any nature and toward any group, you will not be permitted to remain a member of the group.

The moderators and administrators of this group have a zero tolerance policy for posts and comments of this nature.

Please read the rules below for further clarification.

📢 Group Rules 📢

-\-\-> Posts and comments that are not specifically relevant to Israel and Palestine will be removed.

-\-\-> Spam will be removed and those who post spam will be removed. Spam includes posting over and over - even if on topic - as well as copy/pasting your comments into multiple threads. People who do this will be removed.

-\-\-> Hate speech and bullying will be removed and the poster will be removed from the group and blocked from ever returning to the group.

Hate speech includes: usage of derogatory terms, name calling, blatant defense of - or calls for - violence against any group or individual, and the spread of lies and misinformation with regard to race, ethnicity, religion and historical events.

*NEW RULE*
—-> We will only publish posts that promote cooperation and coexistence between both our peoples and bring us closer. Posts that we feel do not fit this criteria will be denied. Depending on the nature of the post, the writer may be removed and blocked as well.

This administrative action will be taken without a personal warning. This is your warning.

Thank you to those of you who are committed to continuing conversation here and have been actively reaching out to the admin and reporting comments and members who violate our rules. We are grateful for your commitment to a better community.",neutral
"Israel bombing the 3rd oldest church in the world which is in Gaza..

Middle East Eye posted a video to playlist Must See.
October 20 at 5:30 AM ·

“It’s unacceptable to bomb churches,” says a local resident after Israeli warplanes strike Gaza’s oldest church.

The Church of Saint Porphyrius, which provided shelter to nearly 400 civilians, now sees a rising death toll close to 40 with dozens injured.",with
"Shireen Abu Akleh, a well-known Palestinian reporter for Al-Jazeera, died after being hit in the head by a bullet during an Israeli military raid in the West Bank.

Will she receive justice? Will the perpetrator be brought to justice? They are Killing Palestinians as if it's a game of Call Of Duty.",with
Ibrahim A. He will come to the Middle East with full birth. To know the truth. All human beings hear invisible messages. Find out from them.,with
"We want to build the biggest international solidarity movement with Palestine and Gaza which is capable of pressuring our government to demand Israel stop the war on Gaza now. To do this we also must counter the lies and misinformation. Here is new film looking at life for the Palestinians today. Please share event.

TUE, NOV 21 AT 11 AM UTC+03
NEW FILM PALESTINE UNDER SIEGE",with
"The world needs to know the truth about Hamas and the atrocities they committed on October 7th. Make sure anyone you know who self identifies as ""pro-Palestinian"" sees this! The truth must out. #SpreadTheTruth #HamasIsISIS #StandWithIsrael
#israelwillwintheterror
https://www.facebook.com/reel/283076674604684

Noa Tishby
October 9 at 1:56 PM ·

⚠️Trigger Warning ⚠️ RAPE and MURDER ⚠️ I just read a report in Tablet Magazine from a survivor of the Hamas terrorist attack, specifically what had happened in the rave in the south, who witnessed a genocide with a mass rape happening. They said, women have been raped at the area of the rave, next to their friends’ dead bodies. Several of these women, these rape victims, appear to have later been executed. Others were kidnapped into Gaza. In a footage released online by Hamas, you can see several girls paraded through Gaza’s city streets, some of them half naked and others with blood gushing from between their legs.If you are a woman, if you are a man, if you’re a human being and you’re not outraged by this, that is a serious problem. There is no equivocating this. There is no excusing this. There is no, yeah-but-the, any of what had happened in Israel, any of this. Today across the US and several other places around the world, there were rallies in support of Hamas. The world needs to understand that they’re not supporting some resistance movement of freedom fighters of oppressed people. They’re not. Hamas is a genocidal, radical Islamic, misogynistic, terrorist organization that is committing, in addition to genocide, rape terrorism and has one goal and one goal only and that is the extermination of the Jewish people.",neutral
